                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                 0.6999,                 1.8664,                 1.1948,                0.48943,                0.22474,                0.29308,                0.21202,                 1.2205,                 3.6493,                 1.7109,             4.9213e-05,             4.9213e-05,             4.9213e-05
                    140,                0.70532,                 1.8838,                 1.2102,                0.47308,                0.22779,                0.30154,                0.21538,                 1.2176,                 3.6519,                 1.7067,             4.9156e-05,             4.9156e-05,             4.9156e-05
                    141,                0.73166,                 1.8639,                 1.2255,                0.56589,                0.22607,                0.30338,                0.21659,                 1.2265,                 3.6618,                 1.7104,               4.91e-05,               4.91e-05,               4.91e-05
                    142,                0.74282,                 1.8328,                  1.256,                0.56984,                0.23226,                0.30495,                0.21426,                 1.2219,                 3.6248,                 1.7094,             4.9043e-05,             4.9043e-05,             4.9043e-05
                    143,                0.69331,                 1.8411,                 1.2338,                0.57371,                0.22831,                0.30442,                0.21239,                 1.2154,                 3.6185,                 1.7086,             4.8987e-05,             4.8987e-05,             4.8987e-05
                    144,                0.69338,                 1.8565,                 1.2038,                0.50088,                0.27136,                0.31477,                0.21554,                 1.2186,                 3.6233,                 1.7184,             4.8931e-05,             4.8931e-05,             4.8931e-05
                    145,                0.64757,                 1.7711,                 1.1705,                0.62456,                0.24567,                0.31772,                0.21499,                 1.2244,                 3.6119,                 1.7293,             4.8874e-05,             4.8874e-05,             4.8874e-05
                    146,                0.66399,                 1.8293,                 1.2106,                0.60235,                0.26197,                0.32314,                0.22348,                  1.234,                 3.5944,                 1.7385,             4.8818e-05,             4.8818e-05,             4.8818e-05
                    147,                0.71929,                 1.8974,                 1.2439,                0.62669,                0.25964,                0.32311,                0.21992,                 1.2355,                 3.5699,                 1.7383,             4.8761e-05,             4.8761e-05,             4.8761e-05
                    148,                0.71121,                 1.8038,                 1.2013,                0.65021,                0.25203,                0.32242,                0.21571,                 1.2399,                 3.5393,                 1.7337,             4.8705e-05,             4.8705e-05,             4.8705e-05
                    149,                0.65434,                 1.7731,                 1.1743,                0.61351,                0.27303,                0.33005,                0.22505,                 1.2405,                 3.5252,                 1.7331,             4.8648e-05,             4.8648e-05,             4.8648e-05
                    150,                0.70451,                 1.8653,                 1.2336,                0.62039,                  0.271,                0.32741,                0.22451,                  1.239,                  3.539,                 1.7279,             4.8592e-05,             4.8592e-05,             4.8592e-05
                    151,                0.72731,                 1.8845,                 1.2364,                0.62264,                 0.2665,                0.33195,                0.22988,                 1.2369,                 3.5558,                 1.7276,             4.8536e-05,             4.8536e-05,             4.8536e-05
                    152,                0.71514,                 1.7307,                 1.2375,                0.59781,                0.26192,                0.33387,                0.22636,                 1.2244,                 3.5822,                 1.7183,             4.8479e-05,             4.8479e-05,             4.8479e-05
                    153,                0.70692,                 1.8095,                 1.2274,                 0.5346,                0.26652,                0.33407,                0.22686,                 1.2302,                 3.5736,                 1.7215,             4.8423e-05,             4.8423e-05,             4.8423e-05
                    154,                0.67921,                 1.6912,                   1.18,                0.48987,                0.28942,                0.34105,                0.22837,                 1.2397,                 3.5958,                  1.726,             4.8366e-05,             4.8366e-05,             4.8366e-05
                    155,                0.66409,                 1.6694,                 1.1752,                0.49063,                0.28647,                0.34275,                 0.2303,                 1.2411,                 3.5946,                 1.7225,              4.831e-05,              4.831e-05,              4.831e-05
                    156,                0.66381,                 1.6164,                 1.1854,                0.47972,                0.25753,                0.35379,                0.23723,                 1.2427,                 3.5975,                 1.7244,             4.8253e-05,             4.8253e-05,             4.8253e-05
                    157,                0.64906,                 1.6001,                 1.1581,                 0.4827,                0.26862,                0.34428,                 0.2339,                 1.2576,                 3.5961,                 1.7356,             4.8197e-05,             4.8197e-05,             4.8197e-05
                    158,                0.68238,                 1.7679,                 1.2028,                0.48231,                0.26503,                0.33971,                 0.2328,                 1.2719,                 3.5826,                 1.7384,              4.814e-05,              4.814e-05,              4.814e-05
                    159,                0.65829,                 1.6359,                 1.1774,                 0.4685,                 0.2702,                 0.3385,                0.22781,                 1.2809,                 3.5845,                 1.7463,             4.8084e-05,             4.8084e-05,             4.8084e-05
                    160,                0.66103,                 1.7057,                 1.1696,                0.47726,                0.29168,                0.34001,                0.22856,                 1.2894,                 3.6005,                 1.7527,             4.8028e-05,             4.8028e-05,             4.8028e-05
                    161,                0.70841,                 1.7449,                 1.2235,                0.56149,                0.27239,                0.35055,                0.23786,                 1.2911,                 3.6135,                 1.7533,             4.7971e-05,             4.7971e-05,             4.7971e-05
                    162,                0.67415,                 1.6638,                 1.1825,                0.56996,                0.28118,                0.34778,                0.23929,                 1.2916,                 3.6308,                 1.7619,             4.7915e-05,             4.7915e-05,             4.7915e-05
                    163,                0.67249,                 1.6932,                 1.2003,                 0.5719,                0.28811,                0.34617,                0.24034,                 1.2903,                 3.6287,                 1.7643,             4.7858e-05,             4.7858e-05,             4.7858e-05
                    164,                0.70397,                 1.7269,                 1.2494,                0.45062,                0.31334,                0.33996,                0.23749,                 1.2757,                  3.596,                 1.7513,             4.7802e-05,             4.7802e-05,             4.7802e-05
                    165,                0.65778,                 1.5619,                 1.1826,                0.44825,                0.31337,                0.33911,                0.23843,                  1.276,                 3.5883,                 1.7513,             4.7745e-05,             4.7745e-05,             4.7745e-05
                    166,                0.68287,                 1.5701,                  1.182,                0.45304,                0.31134,                0.33772,                0.24187,                 1.2681,                 3.5608,                 1.7392,             4.7689e-05,             4.7689e-05,             4.7689e-05
                    167,                 0.6881,                 1.6119,                 1.1824,                0.45128,                0.31058,                0.34231,                0.24573,                 1.2565,                 3.5413,                 1.7315,             4.7633e-05,             4.7633e-05,             4.7633e-05
                    168,                0.70802,                 1.6923,                 1.2313,                0.44751,                0.29508,                0.33272,                0.24001,                 1.2483,                 3.5291,                 1.7247,             4.7576e-05,             4.7576e-05,             4.7576e-05
                    169,                0.68718,                 1.6587,                 1.2218,                0.47374,                0.28095,                0.34001,                 0.2429,                 1.2426,                 3.5283,                 1.7205,              4.752e-05,              4.752e-05,              4.752e-05
                    170,                0.63334,                 1.5448,                 1.1583,                0.51599,                0.27655,                0.33996,                0.24309,                 1.2456,                 3.5482,                 1.7236,             4.7463e-05,             4.7463e-05,             4.7463e-05
                    171,                0.65309,                 1.6913,                 1.2108,                 0.5866,                  0.257,                0.33935,                0.23953,                 1.2461,                  3.541,                 1.7259,             4.7407e-05,             4.7407e-05,             4.7407e-05
                    172,                 0.6409,                 1.4924,                 1.1334,                0.51375,                 0.2963,                0.33383,                0.23831,                 1.2388,                 3.5119,                 1.7382,              4.735e-05,              4.735e-05,              4.735e-05
                    173,                0.67183,                 1.5151,                 1.2029,                0.49436,                0.29761,                0.33418,                0.24145,                 1.2452,                 3.5167,                 1.7458,             4.7294e-05,             4.7294e-05,             4.7294e-05
                    174,                0.64636,                 1.6008,                  1.176,                0.50124,                    0.3,                0.31553,                0.23189,                 1.2445,                 3.5218,                 1.7376,             4.7238e-05,             4.7238e-05,             4.7238e-05
                    175,                0.62976,                 1.5494,                 1.1672,                0.47907,                0.29594,                0.31635,                0.22975,                 1.2415,                 3.5272,                 1.7345,             4.7181e-05,             4.7181e-05,             4.7181e-05
                    176,                0.62482,                 1.5391,                 1.1717,                0.47892,                 0.3021,                0.31146,                0.22606,                 1.2501,                 3.5198,                 1.7494,             4.7125e-05,             4.7125e-05,             4.7125e-05
                    177,                0.61832,                 1.4547,                 1.1185,                 0.4949,                0.30417,                0.32064,                0.22904,                 1.2512,                 3.5402,                 1.7511,             4.7068e-05,             4.7068e-05,             4.7068e-05
                    178,                0.63163,                 1.5152,                 1.1491,                0.43749,                0.30342,                0.34612,                0.23501,                 1.2424,                 3.5101,                 1.7435,             4.7012e-05,             4.7012e-05,             4.7012e-05
                    179,                0.61765,                 1.5077,                 1.1546,                 0.4384,                0.30165,                0.33708,                0.23002,                 1.2416,                 3.4902,                 1.7389,             4.6955e-05,             4.6955e-05,             4.6955e-05
                    180,                0.65854,                 1.5048,                 1.1536,                0.44135,                0.29543,                0.33857,                0.22996,                 1.2402,                 3.4857,                 1.7329,             4.6899e-05,             4.6899e-05,             4.6899e-05
                    181,                0.60247,                 1.3956,                 1.1366,                0.46043,                 0.2907,                0.32859,                0.22855,                 1.2352,                 3.4827,                 1.7257,             4.6843e-05,             4.6843e-05,             4.6843e-05
                    182,                0.66779,                 1.5405,                 1.2009,                0.47657,                0.29978,                0.33634,                0.23878,                 1.2247,                 3.4662,                 1.7168,             4.6786e-05,             4.6786e-05,             4.6786e-05
                    183,                0.66802,                 1.5848,                 1.1941,                0.54196,                0.28056,                0.34463,                0.23901,                 1.2228,                 3.4649,                  1.712,              4.673e-05,              4.673e-05,              4.673e-05
                    184,                0.64052,                 1.4265,                  1.136,                0.56798,                0.26789,                0.33941,                0.23791,                  1.213,                  3.486,                 1.7048,             4.6673e-05,             4.6673e-05,             4.6673e-05
                    185,                0.66564,                 1.5154,                 1.1877,                0.54891,                0.28936,                0.33235,                0.23648,                 1.2034,                 3.5011,                 1.6928,             4.6617e-05,             4.6617e-05,             4.6617e-05
                    186,                  0.657,                 1.5001,                 1.1819,                0.56671,                0.29227,                0.34442,                0.24575,                 1.1879,                  3.498,                 1.6812,              4.656e-05,              4.656e-05,              4.656e-05
                    187,                0.61111,                 1.3583,                 1.1418,                0.59056,                 0.2799,                0.34923,                0.24587,                 1.1899,                 3.4966,                 1.6807,             4.6504e-05,             4.6504e-05,             4.6504e-05
                    188,                0.58583,                  1.311,                 1.0883,                0.62201,                0.28171,                0.35901,                0.25171,                 1.2035,                  3.512,                 1.6859,             4.6448e-05,             4.6448e-05,             4.6448e-05
                    189,                0.62442,                 1.3983,                 1.1388,                0.62345,                0.28864,                 0.3514,                0.24489,                 1.2039,                 3.5246,                 1.6877,             4.6391e-05,             4.6391e-05,             4.6391e-05
                    190,                0.66102,                 1.3979,                 1.1768,                0.61557,                0.29537,                0.35359,                0.24962,                 1.2003,                 3.5465,                   1.68,             4.6335e-05,             4.6335e-05,             4.6335e-05
                    191,                0.62656,                 1.4409,                 1.1627,                0.59233,                0.29583,                0.35463,                0.24739,                 1.1974,                 3.5383,                 1.6808,             4.6278e-05,             4.6278e-05,             4.6278e-05
                    192,                0.66994,                 1.4797,                 1.1784,                 0.5486,                0.28444,                 0.3425,                0.24351,                 1.1973,                 3.5264,                 1.6789,             4.6222e-05,             4.6222e-05,             4.6222e-05
                    193,                0.57606,                 1.3573,                 1.1215,                0.57786,                0.26026,                0.35281,                0.25546,                 1.1957,                 3.5323,                 1.6755,             4.6165e-05,             4.6165e-05,             4.6165e-05
                    194,                0.60597,                  1.405,                 1.1163,                0.55603,                0.28124,                0.35498,                0.25053,                 1.2056,                  3.516,                  1.687,             4.6109e-05,             4.6109e-05,             4.6109e-05
                    195,                0.58971,                 1.3773,                 1.1173,                0.52375,                0.27207,                0.35156,                0.25247,                 1.2044,                 3.5037,                 1.6867,             4.6053e-05,             4.6053e-05,             4.6053e-05
                    196,                0.61905,                 1.3726,                 1.1273,                0.54929,                0.28177,                0.34795,                0.25085,                 1.1993,                 3.4928,                 1.6847,             4.5996e-05,             4.5996e-05,             4.5996e-05
                    197,                0.66113,                 1.3672,                 1.1835,                0.55314,                0.28199,                0.34203,                0.24514,                 1.1984,                 3.4829,                 1.6767,              4.594e-05,              4.594e-05,              4.594e-05
                    198,                0.64143,                 1.3649,                 1.1678,                0.52605,                0.28537,                0.35088,                0.25588,                 1.1898,                 3.4684,                 1.6678,             4.5883e-05,             4.5883e-05,             4.5883e-05
                    199,                0.63251,                 1.3823,                 1.1776,                0.55338,                0.28653,                0.35192,                0.25548,                 1.1917,                 3.4683,                 1.6714,             4.5827e-05,             4.5827e-05,             4.5827e-05
                    200,                0.60701,                 1.3346,                 1.1346,                0.61838,                0.28515,                0.35312,                0.25637,                 1.2006,                 3.4598,                  1.685,              4.577e-05,              4.577e-05,              4.577e-05
                    201,                0.61285,                 1.3879,                 1.1559,                0.61996,                0.30248,                0.35087,                0.25229,                 1.2059,                 3.4544,                 1.6938,             4.5714e-05,             4.5714e-05,             4.5714e-05
                    202,                0.63309,                 1.2889,                 1.1774,                0.62163,                 0.2982,                0.36905,                0.25297,                 1.2004,                 3.4284,                 1.6928,             4.5658e-05,             4.5658e-05,             4.5658e-05
                    203,                0.61912,                 1.3241,                  1.162,                0.61505,                0.29931,                0.36796,                0.25497,                  1.207,                 3.4293,                 1.6993,             4.5601e-05,             4.5601e-05,             4.5601e-05
                    204,                0.62842,                 1.3872,                 1.1345,                0.62586,                0.30208,                0.36297,                 0.2522,                  1.209,                 3.4157,                 1.6989,             4.5545e-05,             4.5545e-05,             4.5545e-05
                    205,                0.60323,                 1.2656,                 1.1341,                0.61725,                0.30198,                 0.3614,                0.25317,                 1.2063,                 3.4048,                 1.7011,             4.5488e-05,             4.5488e-05,             4.5488e-05
                    206,                0.62448,                 1.3757,                  1.167,                0.60698,                0.29811,                0.35899,                0.25052,                 1.1923,                 3.3569,                 1.6973,             4.5432e-05,             4.5432e-05,             4.5432e-05
                    207,                0.64423,                 1.4077,                 1.1835,                0.61273,                0.29998,                0.35927,                0.25224,                 1.1836,                 3.3486,                 1.6921,             4.5375e-05,             4.5375e-05,             4.5375e-05
                    208,                0.61916,                 1.3665,                 1.1603,                   0.59,                0.27832,                0.37135,                0.26682,                 1.1731,                 3.3525,                 1.6862,             4.5319e-05,             4.5319e-05,             4.5319e-05
                    209,                0.62588,                 1.3047,                 1.1495,                0.59265,                0.27586,                 0.3683,                0.25025,                 1.1704,                 3.3477,                 1.6927,             4.5263e-05,             4.5263e-05,             4.5263e-05
                    210,                0.58522,                  1.326,                  1.135,                0.61889,                0.25061,                0.36635,                0.25379,                 1.1799,                 3.3421,                 1.7032,             4.5206e-05,             4.5206e-05,             4.5206e-05
                    211,                0.62555,                 1.3579,                 1.1434,                 0.5955,                0.25586,                0.36552,                0.25533,                 1.1804,                 3.3309,                 1.7015,              4.515e-05,              4.515e-05,              4.515e-05
                    212,                 0.6192,                 1.3506,                 1.1777,                0.49475,                0.29835,                0.35489,                0.25466,                 1.1928,                 3.3481,                 1.7128,             4.5093e-05,             4.5093e-05,             4.5093e-05
                    213,                0.60568,                 1.2792,                 1.1385,                0.48684,                0.29914,                0.36515,                0.25654,                 1.1973,                 3.3707,                 1.7175,             4.5037e-05,             4.5037e-05,             4.5037e-05
                    214,                0.60807,                 1.2826,                 1.1426,                0.54161,                0.29168,                0.34012,                 0.2456,                 1.2146,                 3.4003,                 1.7271,              4.498e-05,              4.498e-05,              4.498e-05
                    215,                0.61761,                 1.4256,                 1.1603,                0.55854,                0.30452,                0.34751,                0.24475,                 1.2252,                 3.4142,                  1.729,             4.4924e-05,             4.4924e-05,             4.4924e-05
                    216,                0.62362,                 1.3315,                 1.1761,                0.55098,                0.30312,                0.36363,                0.25991,                 1.2264,                 3.4413,                 1.7236,             4.4868e-05,             4.4868e-05,             4.4868e-05
                    217,                0.53732,                 1.1913,                 1.0915,                0.57791,                0.29521,                0.36212,                0.25931,                 1.2226,                 3.4478,                 1.7233,             4.4811e-05,             4.4811e-05,             4.4811e-05
                    218,                0.59995,                 1.3025,                 1.1511,                0.59352,                0.29186,                 0.3483,                0.25096,                 1.2207,                 3.4277,                 1.7263,             4.4755e-05,             4.4755e-05,             4.4755e-05
                    219,                0.57003,                 1.2421,                 1.0848,                0.59379,                0.27636,                0.34693,                0.24849,                 1.2155,                   3.42,                 1.7237,             4.4698e-05,             4.4698e-05,             4.4698e-05
                    220,                0.58596,                  1.255,                  1.104,                0.62459,                 0.2674,                0.34007,                0.24657,                 1.2143,                  3.404,                 1.7318,             4.4642e-05,             4.4642e-05,             4.4642e-05
                    221,                0.59406,                 1.2578,                 1.1271,                0.62192,                0.25809,                0.33927,                0.24455,                 1.2143,                 3.4117,                 1.7289,             4.4585e-05,             4.4585e-05,             4.4585e-05
                    222,                0.58261,                  1.208,                 1.1122,                0.64348,                0.24658,                0.33765,                0.24549,                  1.215,                  3.447,                 1.7321,             4.4529e-05,             4.4529e-05,             4.4529e-05
                    223,                0.57801,                 1.2042,                 1.1091,                0.64211,                0.25954,                0.34033,                0.24617,                  1.217,                 3.4717,                 1.7344,             4.4473e-05,             4.4473e-05,             4.4473e-05
                    224,                0.58962,                 1.2792,                 1.1365,                0.58826,                 0.3053,                0.33887,                0.24663,                 1.2154,                 3.4953,                 1.7355,             4.4416e-05,             4.4416e-05,             4.4416e-05
                    225,                0.57035,                 1.2621,                 1.1203,                0.59066,                0.30186,                0.34415,                0.24799,                 1.2187,                 3.5029,                 1.7356,              4.436e-05,              4.436e-05,              4.436e-05
                    226,                0.62019,                 1.2446,                 1.1756,                0.59759,                0.28399,                0.35527,                0.24819,                 1.2201,                 3.5108,                 1.7386,             4.4303e-05,             4.4303e-05,             4.4303e-05
                    227,                0.57509,                 1.2253,                 1.1251,                0.60867,                0.30126,                0.35232,                0.24388,                 1.2168,                 3.5165,                 1.7399,             4.4247e-05,             4.4247e-05,             4.4247e-05
                    228,                0.56296,                 1.1972,                 1.1045,                0.60169,                0.30709,                0.35257,                0.24787,                 1.2032,                 3.4906,                 1.7305,              4.419e-05,              4.419e-05,              4.419e-05
                    229,                0.57635,                 1.2633,                 1.1157,                0.60307,                0.30603,                0.35345,                0.24859,                 1.1999,                 3.4842,                 1.7288,             4.4134e-05,             4.4134e-05,             4.4134e-05
                    230,                0.61445,                  1.259,                 1.1408,                0.58596,                0.28284,                0.35661,                 0.2552,                 1.1906,                 3.4634,                 1.7263,             4.4078e-05,             4.4078e-05,             4.4078e-05
                    231,                0.58975,                 1.2593,                 1.1492,                0.61786,                 0.2651,                0.35775,                0.25619,                 1.1902,                 3.4548,                 1.7257,             4.4021e-05,             4.4021e-05,             4.4021e-05
                    232,                0.60253,                 1.2893,                 1.1394,                0.58496,                0.28251,                0.35496,                0.25152,                 1.1964,                 3.4378,                 1.7315,             4.3965e-05,             4.3965e-05,             4.3965e-05
                    233,                0.58227,                 1.2266,                 1.1448,                0.59105,                0.27494,                0.35822,                0.25415,                 1.2016,                 3.4227,                 1.7407,             4.3908e-05,             4.3908e-05,             4.3908e-05
                    234,                 0.6044,                 1.2575,                 1.1461,                0.59892,                0.28653,                0.36279,                0.25688,                 1.2103,                 3.4195,                 1.7388,             4.3852e-05,             4.3852e-05,             4.3852e-05
                    235,                0.56324,                 1.1858,                 1.1023,                0.59366,                 0.2794,                0.35484,                0.25639,                 1.2141,                 3.4325,                 1.7426,             4.3795e-05,             4.3795e-05,             4.3795e-05
                    236,                0.57972,                 1.2965,                 1.1395,                0.58835,                0.26479,                0.35379,                 0.2522,                 1.2272,                 3.4473,                 1.7537,             4.3739e-05,             4.3739e-05,             4.3739e-05
                    237,                0.55569,                 1.1604,                 1.0886,                0.59467,                0.26174,                0.35275,                0.24939,                 1.2291,                  3.444,                 1.7551,             4.3683e-05,             4.3683e-05,             4.3683e-05
                    238,                0.61708,                 1.2854,                 1.1904,                0.58584,                0.26845,                0.34702,                0.24541,                 1.2277,                 3.4508,                 1.7504,             4.3626e-05,             4.3626e-05,             4.3626e-05
                    239,                0.58962,                 1.2101,                 1.1072,                0.58616,                0.27127,                0.35475,                  0.252,                 1.2392,                 3.4757,                 1.7625,              4.357e-05,              4.357e-05,              4.357e-05
                    240,                0.60033,                 1.1758,                 1.1323,                0.64255,                0.24431,                0.35097,                0.25256,                 1.2313,                 3.4621,                 1.7524,             4.3513e-05,             4.3513e-05,             4.3513e-05
                    241,                0.57978,                 1.2265,                 1.1383,                0.63465,                0.24659,                0.35173,                0.25394,                 1.2335,                  3.453,                 1.7531,             4.3457e-05,             4.3457e-05,             4.3457e-05
                    242,                0.57349,                   1.17,                 1.1336,                0.59562,                0.25071,                0.35634,                0.25576,                 1.2324,                 3.4309,                 1.7486,               4.34e-05,               4.34e-05,               4.34e-05
                    243,                 0.5645,                 1.1262,                 1.1095,                0.45428,                0.26401,                0.34491,                0.24778,                   1.23,                 3.4343,                 1.7403,             4.3344e-05,             4.3344e-05,             4.3344e-05
                    244,                0.56853,                 1.1648,                 1.1324,                0.54689,                0.28699,                0.35174,                0.25347,                 1.2249,                 3.4347,                 1.7189,             4.3288e-05,             4.3288e-05,             4.3288e-05
                    245,                0.54877,                  1.146,                 1.0975,                 0.5316,                0.29345,                0.35532,                0.25686,                 1.2184,                 3.4304,                 1.7134,             4.3231e-05,             4.3231e-05,             4.3231e-05
                    246,                 0.5646,                 1.1778,                 1.1232,                 0.5682,                0.29084,                0.35091,                0.25609,                 1.2158,                 3.4184,                 1.7143,             4.3175e-05,             4.3175e-05,             4.3175e-05
                    247,                0.58263,                 1.1105,                 1.1025,                0.59054,                0.29165,                0.34942,                0.25697,                 1.2056,                 3.4068,                 1.7123,             4.3118e-05,             4.3118e-05,             4.3118e-05
                    248,                 0.5543,                 1.1294,                 1.0851,                0.58504,                 0.2968,                0.35576,                0.26543,                 1.1993,                 3.3532,                 1.7051,             4.3062e-05,             4.3062e-05,             4.3062e-05
                    249,                0.55953,                 1.1652,                 1.0978,                0.55249,                0.30935,                0.35896,                0.26345,                 1.2024,                 3.3548,                 1.7014,             4.3005e-05,             4.3005e-05,             4.3005e-05
                    250,                0.58016,                 1.2081,                 1.1178,                0.56701,                0.32157,                0.35947,                0.26859,                 1.2074,                 3.3604,                  1.701,             4.2949e-05,             4.2949e-05,             4.2949e-05
                    251,                0.56876,                 1.1757,                 1.1198,                0.57911,                0.33157,                0.36499,                0.26822,                 1.2122,                 3.3737,                 1.7101,             4.2892e-05,             4.2892e-05,             4.2892e-05
                    252,                0.55868,                 1.1482,                 1.1159,                0.50914,                0.34244,                0.35807,                 0.2604,                 1.2199,                  3.395,                 1.7191,             4.2836e-05,             4.2836e-05,             4.2836e-05
                    253,                0.58295,                 1.1922,                 1.1392,                0.58473,                0.29121,                0.36305,                0.26423,                 1.2273,                 3.4094,                 1.7294,              4.278e-05,              4.278e-05,              4.278e-05
                    254,                0.56024,                 1.1045,                 1.0841,                0.50853,                0.33266,                0.36576,                0.26491,                 1.2334,                 3.4364,                 1.7472,             4.2723e-05,             4.2723e-05,             4.2723e-05
                    255,                0.56523,                 1.1993,                 1.1089,                0.55091,                0.30016,                0.36104,                0.26243,                 1.2435,                 3.4327,                 1.7553,             4.2667e-05,             4.2667e-05,             4.2667e-05
                    256,                0.55996,                 1.1346,                 1.0876,                0.62009,                0.28417,                0.35438,                0.25494,                 1.2441,                 3.4426,                 1.7486,              4.261e-05,              4.261e-05,              4.261e-05
                    257,                0.53107,                 1.1086,                 1.0924,                0.62607,                0.28287,                0.36397,                0.26106,                  1.248,                 3.4441,                 1.7475,             4.2554e-05,             4.2554e-05,             4.2554e-05
                    258,                0.52223,                 1.1652,                 1.0782,                0.66082,                0.28106,                0.36287,                0.26332,                   1.25,                  3.444,                 1.7424,             4.2497e-05,             4.2497e-05,             4.2497e-05
                    259,                0.56109,                 1.1332,                 1.1423,                0.63444,                0.27501,                0.36067,                0.25864,                 1.2564,                 3.4533,                 1.7493,             4.2441e-05,             4.2441e-05,             4.2441e-05
                    260,                0.55728,                  1.142,                 1.1178,                0.63311,                 0.2745,                0.36095,                0.25618,                 1.2473,                 3.4434,                 1.7522,             4.2385e-05,             4.2385e-05,             4.2385e-05
                    261,                 0.5577,                 1.1398,                 1.1389,                0.63131,                0.27439,                0.36098,                0.25818,                 1.2378,                 3.4326,                 1.7474,             4.2328e-05,             4.2328e-05,             4.2328e-05
                    262,                0.59832,                 1.1695,                 1.1447,                0.63637,                 0.2796,                0.36473,                0.24735,                 1.2363,                 3.4324,                 1.7508,             4.2272e-05,             4.2272e-05,             4.2272e-05
                    263,                0.55995,                 1.1472,                 1.1249,                0.63473,                0.28278,                0.36547,                  0.248,                 1.2335,                 3.4462,                 1.7471,             4.2215e-05,             4.2215e-05,             4.2215e-05
                    264,                0.56501,                 1.1781,                 1.1141,                0.61124,                0.29158,                 0.3619,                0.23956,                  1.217,                 3.4399,                 1.7317,             4.2159e-05,             4.2159e-05,             4.2159e-05
                    265,                0.53874,                 1.0766,                 1.1104,                0.60402,                0.28655,                0.36186,                0.24168,                 1.2141,                 3.4358,                 1.7287,             4.2102e-05,             4.2102e-05,             4.2102e-05
                    266,                0.55469,                 1.1343,                 1.1053,                 0.5852,                 0.2881,                0.36215,                0.24476,                 1.2006,                 3.4181,                 1.7105,             4.2046e-05,             4.2046e-05,             4.2046e-05
                    267,                0.54538,                 1.0624,                 1.1051,                0.63057,                0.26807,                0.36555,                0.24764,                 1.1941,                 3.4029,                  1.706,              4.199e-05,              4.199e-05,              4.199e-05
                    268,                0.55233,                 1.1311,                 1.0782,                 0.6303,                0.27957,                0.37262,                0.26322,                 1.1776,                 3.3854,                 1.6936,             4.1933e-05,             4.1933e-05,             4.1933e-05
                    269,                 0.5426,                 1.0748,                 1.0859,                0.59174,                0.29242,                0.37597,                0.26447,                 1.1732,                 3.3888,                 1.6912,             4.1877e-05,             4.1877e-05,             4.1877e-05
                    270,                0.52193,                 1.0106,                 1.0543,                0.54865,                0.32369,                0.37393,                  0.261,                 1.1701,                 3.4107,                 1.6918,              4.182e-05,              4.182e-05,              4.182e-05
                    271,                0.56302,                 1.0991,                 1.1071,                0.56095,                0.30227,                  0.373,                0.26839,                 1.1666,                 3.4021,                 1.6937,             4.1764e-05,             4.1764e-05,             4.1764e-05
                    272,                0.56216,                 1.1174,                 1.1015,                0.63555,                0.26081,                0.37148,                0.26387,                 1.1693,                 3.4439,                 1.6964,             4.1707e-05,             4.1707e-05,             4.1707e-05
