                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    285,                0.50629,                 1.0365,                 1.0719,                 0.5614,                0.30183,                0.35685,                0.25389,                 1.1899,                 3.3792,                 1.7206,             4.0974e-05,             4.0974e-05,             4.0974e-05
                    286,                0.52056,                 1.0456,                 1.1013,                0.53562,                0.31233,                0.34819,                0.24986,                 1.1908,                 3.3611,                 1.7173,             4.0917e-05,             4.0917e-05,             4.0917e-05
                    287,                0.52891,                 1.0686,                 1.1036,                0.58164,                0.31125,                0.37069,                0.26551,                 1.1974,                 3.3457,                  1.722,             4.0861e-05,             4.0861e-05,             4.0861e-05
                    288,                0.50459,                 1.0547,                 1.0723,                0.62999,                0.28864,                0.36833,                 0.2602,                 1.2171,                 3.3346,                 1.7371,             4.0805e-05,             4.0805e-05,             4.0805e-05
                    289,                0.53496,                 1.0349,                 1.1103,                0.64146,                0.28487,                0.37197,                0.26331,                 1.2224,                  3.332,                 1.7423,             4.0748e-05,             4.0748e-05,             4.0748e-05
                    290,                  0.541,                  1.057,                  1.093,                0.65141,                0.28392,                0.37059,                 0.2596,                  1.225,                 3.3622,                 1.7492,             4.0692e-05,             4.0692e-05,             4.0692e-05
                    291,                0.51425,                 1.0404,                 1.0814,                0.60539,                0.31838,                0.36703,                0.25715,                 1.2147,                 3.3702,                 1.7415,             4.0635e-05,             4.0635e-05,             4.0635e-05
                    292,                 0.5451,                 1.1034,                 1.1158,                0.61366,                0.31889,                0.36593,                0.25548,                 1.2009,                  3.375,                 1.7213,             4.0579e-05,             4.0579e-05,             4.0579e-05
                    293,                0.48322,                0.98444,                 1.0597,                0.61238,                0.33668,                0.36817,                0.25367,                 1.2046,                 3.3747,                 1.7221,             4.0522e-05,             4.0522e-05,             4.0522e-05
                    294,                0.53607,                 1.1026,                 1.1157,                0.61453,                0.34504,                0.36335,                0.25184,                 1.2158,                 3.3825,                 1.7248,             4.0466e-05,             4.0466e-05,             4.0466e-05
                    295,                0.52431,                  1.041,                 1.0638,                0.60383,                0.33711,                0.35679,                0.24413,                 1.2302,                 3.4064,                 1.7399,              4.041e-05,              4.041e-05,              4.041e-05
                    296,                0.52928,                 1.0536,                 1.0872,                0.59727,                0.31315,                0.36973,                0.25557,                 1.2524,                 3.4251,                 1.7574,             4.0353e-05,             4.0353e-05,             4.0353e-05
                    297,                0.52637,                  1.025,                 1.1024,                0.59296,                0.32636,                0.36736,                0.25494,                 1.2622,                 3.4327,                 1.7648,             4.0297e-05,             4.0297e-05,             4.0297e-05
                    298,                0.53015,                  1.069,                 1.0803,                0.61136,                0.33771,                 0.3709,                0.25774,                 1.2713,                 3.4584,                 1.7774,              4.024e-05,              4.024e-05,              4.024e-05
                    299,                0.49521,                 1.0106,                 1.0761,                0.62235,                0.31087,                0.34921,                0.24253,                 1.2779,                 3.4697,                 1.7861,             4.0184e-05,             4.0184e-05,             4.0184e-05
                    300,                0.53286,                 1.0378,                 1.0846,                0.62549,                 0.3084,                0.34472,                0.23614,                 1.2722,                 3.4754,                 1.7866,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    301,                0.53843,                 1.0586,                 1.1007,                 0.6437,                0.29608,                  0.344,                 0.2357,                 1.2707,                 3.4714,                 1.7806,             4.0071e-05,             4.0071e-05,             4.0071e-05
                    302,                0.49697,                 1.0249,                 1.0555,                0.62541,                0.30464,                0.33403,                0.23269,                 1.2429,                 3.4575,                 1.7497,             4.0015e-05,             4.0015e-05,             4.0015e-05
                    303,                0.48951,                0.97386,                 1.0387,                0.60913,                0.30819,                0.34939,                0.24265,                 1.2269,                 3.4461,                 1.7387,             3.9958e-05,             3.9958e-05,             3.9958e-05
                    304,                0.53516,                 1.0176,                 1.1011,                0.59989,                0.30528,                0.34681,                0.24579,                 1.2121,                 3.4253,                 1.7354,             3.9902e-05,             3.9902e-05,             3.9902e-05
                    305,                0.54812,                 1.0588,                 1.1109,                0.57308,                0.30459,                0.34514,                0.25025,                 1.2007,                 3.4035,                 1.7249,             3.9845e-05,             3.9845e-05,             3.9845e-05
                    306,                0.54302,                 1.0537,                  1.095,                0.63197,                0.28652,                0.35327,                0.26043,                 1.1789,                 3.3767,                 1.7109,             3.9789e-05,             3.9789e-05,             3.9789e-05
                    307,                0.51446,                0.99294,                 1.0932,                0.60329,                0.28716,                0.35491,                 0.2623,                 1.1717,                 3.3673,                 1.7008,             3.9732e-05,             3.9732e-05,             3.9732e-05
                    308,                0.54338,                 1.0285,                 1.1116,                0.60124,                0.29301,                0.35081,                0.25203,                 1.1805,                 3.3653,                 1.7079,             3.9676e-05,             3.9676e-05,             3.9676e-05
                    309,                 0.5259,                 1.0225,                 1.0924,                0.59968,                0.30556,                0.35213,                0.25317,                 1.1836,                 3.3542,                 1.7173,              3.962e-05,              3.962e-05,              3.962e-05
                    310,                0.51712,                 1.0217,                 1.0736,                0.60596,                0.30634,                0.35332,                0.25169,                 1.1877,                 3.3646,                  1.722,             3.9563e-05,             3.9563e-05,             3.9563e-05
                    311,                0.49461,                0.96601,                 1.0633,                0.61438,                0.30358,                0.35931,                0.25374,                 1.1957,                  3.384,                 1.7277,             3.9507e-05,             3.9507e-05,             3.9507e-05
                    312,                0.51769,                 1.0141,                 1.0879,                0.63438,                0.29434,                0.34147,                0.24268,                 1.1959,                 3.3831,                 1.7261,              3.945e-05,              3.945e-05,              3.945e-05
                    313,                 0.5056,                0.99822,                 1.0734,                0.65027,                0.28711,                0.33854,                0.24473,                 1.1889,                 3.3785,                 1.7147,             3.9394e-05,             3.9394e-05,             3.9394e-05
                    314,                0.50906,                 0.9994,                 1.0674,                0.67786,                0.28317,                0.34963,                0.25398,                 1.1721,                 3.3411,                 1.6945,             3.9337e-05,             3.9337e-05,             3.9337e-05
                    315,                0.51056,                0.97264,                 1.0748,                0.65493,                0.28067,                0.33859,                0.25084,                 1.1694,                 3.3357,                 1.6935,             3.9281e-05,             3.9281e-05,             3.9281e-05
                    316,                 0.5001,                0.94161,                 1.0471,                0.65872,                0.25873,                0.35439,                0.25819,                 1.1756,                 3.3283,                 1.7002,             3.9225e-05,             3.9225e-05,             3.9225e-05
                    317,                0.48137,                0.99161,                 1.0691,                0.65544,                0.26568,                0.35726,                0.25814,                 1.1791,                 3.3261,                 1.7011,             3.9168e-05,             3.9168e-05,             3.9168e-05
                    318,                0.47445,                0.92559,                 1.0336,                0.65527,                0.26475,                0.35658,                0.25487,                 1.1993,                 3.3396,                 1.7216,             3.9112e-05,             3.9112e-05,             3.9112e-05
                    319,                0.50017,                0.99246,                 1.0569,                0.65713,                0.26511,                0.36801,                0.26069,                 1.2099,                 3.3479,                 1.7296,             3.9055e-05,             3.9055e-05,             3.9055e-05
                    320,                0.51042,                 0.9582,                 1.0897,                0.65878,                0.26447,                0.36154,                 0.2578,                 1.2287,                 3.3464,                 1.7468,             3.8999e-05,             3.8999e-05,             3.8999e-05
                    321,                0.50672,                 1.0167,                 1.0748,                0.66352,                0.26282,                 0.3743,                0.26679,                 1.2365,                 3.3465,                 1.7537,             3.8942e-05,             3.8942e-05,             3.8942e-05
                    322,                0.49735,                 0.9402,                 1.0764,                0.66173,                0.25795,                0.36847,                 0.2613,                 1.2348,                 3.3623,                 1.7557,             3.8886e-05,             3.8886e-05,             3.8886e-05
                    323,                0.55016,                0.98142,                 1.0938,                0.66202,                0.25778,                0.36966,                0.26029,                 1.2344,                 3.3656,                 1.7552,              3.883e-05,              3.883e-05,              3.883e-05
                    324,                0.53284,                0.98998,                 1.0952,                 0.6056,                0.28705,                0.36185,                 0.2555,                  1.229,                 3.3722,                 1.7442,             3.8773e-05,             3.8773e-05,             3.8773e-05
                    325,                0.50729,                0.98712,                 1.0732,                0.60576,                0.29749,                0.36081,                0.25798,                 1.2343,                 3.3823,                  1.748,             3.8717e-05,             3.8717e-05,             3.8717e-05
                    326,                0.51311,                0.96837,                 1.0824,                0.66945,                0.27756,                0.36083,                0.25193,                 1.2422,                 3.4092,                 1.7539,              3.866e-05,              3.866e-05,              3.866e-05
                    327,                 0.4895,                0.97125,                 1.0648,                0.66884,                0.28219,                0.36059,                0.25136,                 1.2351,                 3.4002,                 1.7499,             3.8604e-05,             3.8604e-05,             3.8604e-05
                    328,                0.50367,                0.95085,                  1.057,                0.67251,                0.28151,                0.35974,                0.25634,                 1.2239,                 3.3675,                  1.746,             3.8547e-05,             3.8547e-05,             3.8547e-05
                    329,                0.53428,                0.99936,                 1.0785,                0.67865,                 0.2791,                0.35686,                0.25837,                 1.2149,                 3.3518,                 1.7333,             3.8491e-05,             3.8491e-05,             3.8491e-05
                    330,                0.49742,                0.93806,                 1.0614,                0.69739,                 0.2769,                0.36459,                0.26253,                 1.2086,                 3.3193,                 1.7194,             3.8435e-05,             3.8435e-05,             3.8435e-05
                    331,                0.51825,                0.97674,                 1.0935,                0.62262,                0.30306,                 0.3637,                0.26203,                 1.2112,                 3.3145,                 1.7178,             3.8378e-05,             3.8378e-05,             3.8378e-05
                    332,                0.52916,                 1.0083,                 1.1052,                0.61761,                0.30998,                0.36806,                0.25927,                  1.213,                 3.3121,                 1.7207,             3.8322e-05,             3.8322e-05,             3.8322e-05
                    333,                0.50464,                0.93096,                 1.0533,                0.68843,                0.27611,                0.36979,                0.25746,                  1.214,                 3.3309,                 1.7309,             3.8265e-05,             3.8265e-05,             3.8265e-05
                    334,                0.50092,                0.93835,                 1.0555,                0.69977,                 0.2704,                0.35382,                0.24569,                 1.2124,                 3.3558,                 1.7414,             3.8209e-05,             3.8209e-05,             3.8209e-05
                    335,                  0.498,                0.91133,                 1.0534,                0.70184,                0.26841,                0.35777,                 0.2488,                  1.198,                 3.3577,                 1.7354,             3.8152e-05,             3.8152e-05,             3.8152e-05
                    336,                0.48373,                 0.9061,                 1.0356,                0.70348,                0.26564,                0.36888,                0.25283,                 1.1999,                 3.3433,                 1.7348,             3.8096e-05,             3.8096e-05,             3.8096e-05
                    337,                0.50122,                0.94678,                 1.0597,                0.69947,                0.26927,                0.36675,                0.25235,                 1.2049,                 3.3396,                 1.7385,              3.804e-05,              3.804e-05,              3.804e-05
                    338,                0.49262,                0.92543,                  1.062,                0.68405,                0.27516,                0.38183,                0.27129,                 1.1897,                 3.3428,                 1.7279,             3.7983e-05,             3.7983e-05,             3.7983e-05
                    339,                0.51634,                 0.9331,                 1.0871,                0.68511,                0.27928,                 0.3809,                0.27243,                 1.1907,                 3.3291,                 1.7261,             3.7927e-05,             3.7927e-05,             3.7927e-05
                    340,                0.50529,                0.94366,                 1.0533,                0.69231,                0.28697,                0.38145,                0.27167,                 1.1824,                 3.3157,                 1.7179,              3.787e-05,              3.787e-05,              3.787e-05
                    341,                0.49599,                0.97158,                 1.0851,                0.61043,                0.31855,                0.38254,                0.27015,                 1.1837,                 3.3314,                 1.7209,             3.7814e-05,             3.7814e-05,             3.7814e-05
                    342,                0.48995,                0.93761,                 1.0736,                0.65189,                 0.3083,                0.36719,                  0.259,                 1.1942,                 3.3674,                 1.7295,             3.7757e-05,             3.7757e-05,             3.7757e-05
                    343,                0.53802,                 1.0048,                 1.0876,                0.65607,                0.30724,                0.36806,                0.25592,                 1.1993,                 3.3756,                  1.734,             3.7701e-05,             3.7701e-05,             3.7701e-05
                    344,                 0.4992,                0.91763,                 1.0715,                 0.5802,                0.31894,                 0.3625,                0.24794,                 1.2227,                 3.3737,                 1.7588,             3.7645e-05,             3.7645e-05,             3.7645e-05
                    345,                0.51576,                 0.9581,                 1.1073,                0.57645,                0.32005,                0.37016,                0.25268,                 1.2211,                 3.3694,                 1.7597,             3.7588e-05,             3.7588e-05,             3.7588e-05
                    346,                0.47034,                0.90993,                 1.0457,                0.60598,                0.30041,                0.37936,                0.25391,                 1.2165,                 3.3657,                 1.7573,             3.7532e-05,             3.7532e-05,             3.7532e-05
                    347,                 0.4843,                0.91931,                 1.0784,                0.60912,                0.29947,                0.38056,                0.25993,                 1.2071,                  3.357,                 1.7524,             3.7475e-05,             3.7475e-05,             3.7475e-05
                    348,                0.52991,                0.98786,                 1.0892,                0.60238,                0.31282,                0.38822,                0.27399,                 1.1798,                 3.3134,                 1.7263,             3.7419e-05,             3.7419e-05,             3.7419e-05
                    349,                0.47387,                0.95114,                 1.0506,                0.57105,                0.33578,                0.38906,                  0.275,                 1.1623,                 3.2959,                 1.7128,             3.7362e-05,             3.7362e-05,             3.7362e-05
                    350,                0.47501,                0.94008,                 1.0448,                0.54065,                0.33488,                0.38573,                0.27351,                 1.1587,                 3.2735,                 1.7142,             3.7306e-05,             3.7306e-05,             3.7306e-05
                    351,                0.49709,                 0.9574,                 1.0541,                0.56735,                0.32815,                0.39629,                0.28342,                 1.1597,                 3.2786,                 1.7234,              3.725e-05,              3.725e-05,              3.725e-05
                    352,                0.49656,                0.95952,                 1.0722,                0.51473,                0.34145,                0.40138,                0.28239,                 1.1707,                 3.2761,                 1.7367,             3.7193e-05,             3.7193e-05,             3.7193e-05
                    353,                0.49124,                0.95457,                 1.0695,                0.52613,                0.33713,                 0.3983,                0.27999,                 1.1794,                 3.2933,                 1.7448,             3.7137e-05,             3.7137e-05,             3.7137e-05
                    354,                 0.4893,                0.88459,                 1.0497,                0.60989,                0.29647,                0.38857,                0.27532,                 1.1865,                 3.3152,                 1.7439,              3.708e-05,              3.708e-05,              3.708e-05
                    355,                0.48662,                0.90816,                 1.0586,                0.61384,                0.29257,                0.38724,                0.26984,                 1.1902,                 3.3173,                 1.7427,             3.7024e-05,             3.7024e-05,             3.7024e-05
                    356,                0.49165,                0.85301,                 1.0489,                0.60734,                0.31815,                   0.39,                0.26798,                 1.1984,                 3.3413,                  1.752,             3.6967e-05,             3.6967e-05,             3.6967e-05
                    357,                 0.4736,                0.90916,                 1.0418,                0.59333,                0.32377,                0.39311,                 0.2704,                 1.2026,                 3.3537,                 1.7577,             3.6911e-05,             3.6911e-05,             3.6911e-05
                    358,                0.48511,                0.88601,                  1.047,                0.63947,                0.30396,                 0.3955,                 0.2655,                 1.2088,                 3.3571,                  1.761,             3.6854e-05,             3.6854e-05,             3.6854e-05
                    359,                0.50462,                0.97875,                 1.0841,                0.63742,                0.30898,                0.39588,                0.26618,                   1.21,                 3.3528,                 1.7612,             3.6798e-05,             3.6798e-05,             3.6798e-05
                    360,                 0.5054,                0.89849,                 1.0567,                0.65308,                0.29741,                0.40068,                0.27217,                 1.1901,                 3.3419,                 1.7411,             3.6742e-05,             3.6742e-05,             3.6742e-05
                    361,                0.46675,                0.92471,                 1.0554,                0.65345,                0.29516,                0.40019,                0.27245,                   1.19,                  3.358,                 1.7443,             3.6685e-05,             3.6685e-05,             3.6685e-05
                    362,                0.48408,                0.87167,                 1.0588,                0.67924,                0.28772,                 0.3955,                0.26919,                 1.1908,                 3.3913,                 1.7484,             3.6629e-05,             3.6629e-05,             3.6629e-05
                    363,                0.46516,                0.85052,                 1.0314,                0.68366,                0.28559,                0.39933,                0.27234,                 1.1977,                 3.4144,                  1.751,             3.6572e-05,             3.6572e-05,             3.6572e-05
                    364,                0.49007,                0.93075,                  1.051,                0.68549,                 0.2789,                0.39493,                0.27196,                 1.2025,                 3.4371,                 1.7508,             3.6516e-05,             3.6516e-05,             3.6516e-05
                    365,                0.45898,                 0.8675,                 1.0304,                0.69052,                 0.2781,                0.39304,                0.27115,                 1.2032,                 3.4365,                 1.7527,             3.6459e-05,             3.6459e-05,             3.6459e-05
                    366,                0.49911,                 0.9292,                  1.085,                0.70149,                0.27585,                0.39474,                0.27613,                 1.2073,                 3.4203,                 1.7537,             3.6403e-05,             3.6403e-05,             3.6403e-05
                    367,                0.51768,                 0.9827,                 1.0734,                0.70392,                 0.2759,                0.39467,                 0.2785,                 1.2025,                 3.4071,                 1.7485,             3.6347e-05,             3.6347e-05,             3.6347e-05
                    368,                0.49552,                0.88002,                 1.0619,                 0.7061,                0.28258,                0.39691,                0.28398,                 1.1956,                 3.3859,                 1.7423,              3.629e-05,              3.629e-05,              3.629e-05
                    369,                0.48824,                0.91527,                 1.0696,                0.71386,                0.28223,                 0.3874,                0.27871,                 1.1987,                 3.3626,                 1.7422,             3.6234e-05,             3.6234e-05,             3.6234e-05
                    370,                0.46723,                0.86232,                 1.0407,                 0.6929,                0.29234,                0.38278,                0.27337,                 1.2086,                 3.3689,                 1.7557,             3.6177e-05,             3.6177e-05,             3.6177e-05
                    371,                0.49158,                0.95187,                 1.0759,                0.69417,                0.29157,                0.37504,                0.26587,                  1.209,                 3.3594,                 1.7549,             3.6121e-05,             3.6121e-05,             3.6121e-05
                    372,                0.47628,                0.87157,                 1.0379,                0.69204,                0.29632,                0.37378,                0.26149,                 1.2116,                 3.3505,                  1.758,             3.6064e-05,             3.6064e-05,             3.6064e-05
                    373,                0.49698,                0.88369,                 1.0423,                0.68739,                0.30116,                0.37389,                0.26136,                 1.2119,                 3.3406,                 1.7551,             3.6008e-05,             3.6008e-05,             3.6008e-05
                    374,                0.47092,                0.89267,                 1.0528,                0.68132,                0.29758,                0.38627,                0.26978,                 1.2176,                 3.3228,                 1.7597,             3.5952e-05,             3.5952e-05,             3.5952e-05
                    375,                0.48552,                0.91305,                  1.063,                0.67776,                0.29556,                0.38656,                0.27003,                  1.224,                 3.3142,                 1.7629,             3.5895e-05,             3.5895e-05,             3.5895e-05
                    376,                 0.4845,                0.88869,                 1.0541,                0.65921,                0.30663,                0.38346,                0.26964,                 1.2203,                 3.3113,                 1.7581,             3.5839e-05,             3.5839e-05,             3.5839e-05
                    377,                  0.499,                 0.9756,                  1.078,                0.66346,                0.29327,                0.37588,                0.26291,                  1.218,                  3.311,                 1.7557,             3.5782e-05,             3.5782e-05,             3.5782e-05
                    378,                0.49087,                0.89359,                 1.0706,                0.67229,                0.29224,                0.37277,                0.26578,                 1.2083,                 3.3187,                 1.7456,             3.5726e-05,             3.5726e-05,             3.5726e-05
                    379,                0.48444,                0.86553,                 1.0534,                0.67438,                0.29394,                0.37379,                 0.2654,                 1.2004,                 3.3327,                 1.7401,             3.5669e-05,             3.5669e-05,             3.5669e-05
                    380,                0.47478,                0.85381,                 1.0543,                0.67608,                0.29646,                   0.38,                0.27752,                 1.1883,                 3.3324,                 1.7232,             3.5613e-05,             3.5613e-05,             3.5613e-05
                    381,                0.46707,                0.89678,                 1.0425,                 0.6823,                0.29561,                0.37504,                0.27558,                 1.1777,                 3.3418,                 1.7145,             3.5557e-05,             3.5557e-05,             3.5557e-05
                    382,                0.46697,                0.89633,                 1.0448,                0.64878,                0.29279,                0.38241,                0.28062,                 1.1746,                 3.3191,                 1.7129,               3.55e-05,               3.55e-05,               3.55e-05
                    383,                0.49191,                 0.8875,                 1.0762,                0.64015,                0.29621,                0.38156,                0.27705,                 1.1767,                   3.32,                 1.7114,             3.5444e-05,             3.5444e-05,             3.5444e-05
                    384,                0.47615,                 0.8811,                 1.0506,                0.60146,                0.32244,                0.38208,                 0.2796,                 1.1855,                  3.341,                 1.7188,             3.5387e-05,             3.5387e-05,             3.5387e-05
                    385,                 0.4673,                0.91663,                 1.0603,                0.59959,                0.33358,                0.38106,                0.27869,                 1.1942,                 3.3518,                 1.7285,             3.5331e-05,             3.5331e-05,             3.5331e-05
                    386,                 0.4372,                0.84181,                 1.0286,                0.59847,                0.32513,                0.38285,                0.27544,                  1.213,                 3.3678,                 1.7469,             3.5274e-05,             3.5274e-05,             3.5274e-05
                    387,                 0.5086,                0.92279,                 1.1008,                0.57644,                0.32539,                0.37744,                0.27037,                 1.2178,                 3.3731,                  1.749,             3.5218e-05,             3.5218e-05,             3.5218e-05
                    388,                0.47534,                0.87305,                 1.0415,                0.59962,                0.32406,                0.38012,                0.26506,                 1.2256,                 3.3953,                 1.7568,             3.5162e-05,             3.5162e-05,             3.5162e-05
                    389,                0.48615,                0.87368,                 1.0377,                0.59932,                0.31608,                0.38626,                0.26965,                 1.2301,                 3.4068,                 1.7533,             3.5105e-05,             3.5105e-05,             3.5105e-05
                    390,                0.49655,                0.89165,                 1.0671,                0.59682,                0.31527,                 0.3868,                0.27758,                 1.2205,                 3.3674,                 1.7417,             3.5049e-05,             3.5049e-05,             3.5049e-05
                    391,                0.48112,                0.89366,                 1.0459,                0.60644,                0.30453,                0.38791,                0.27973,                 1.2072,                 3.3603,                   1.73,             3.4992e-05,             3.4992e-05,             3.4992e-05
                    392,                0.43086,                0.82697,                 1.0113,                0.71351,                 0.2744,                0.38952,                0.28206,                 1.1985,                 3.3454,                 1.7239,             3.4936e-05,             3.4936e-05,             3.4936e-05
                    393,                0.49997,                0.93839,                 1.0658,                0.71687,                0.26696,                 0.3864,                0.27871,                  1.201,                 3.3381,                   1.73,             3.4879e-05,             3.4879e-05,             3.4879e-05
                    394,                0.44038,                 0.8175,                 1.0246,                0.72037,                0.26888,                0.38649,                0.28737,                 1.2061,                 3.3135,                 1.7352,             3.4823e-05,             3.4823e-05,             3.4823e-05
                    395,                0.45229,                0.83865,                 1.0198,                0.72515,                0.26735,                0.36885,                0.27311,                  1.204,                 3.3108,                 1.7344,             3.4767e-05,             3.4767e-05,             3.4767e-05
                    396,                0.48054,                0.88697,                 1.0449,                0.71634,                0.27024,                0.37552,                0.27358,                 1.2086,                 3.3204,                 1.7459,              3.471e-05,              3.471e-05,              3.471e-05
                    397,                0.44993,                0.86693,                 1.0417,                0.71249,                0.27081,                0.37869,                0.27548,                 1.2082,                 3.3151,                 1.7444,             3.4654e-05,             3.4654e-05,             3.4654e-05
                    398,                0.45041,                0.86213,                 1.0384,                0.70512,                0.27201,                0.37769,                0.27712,                 1.2054,                 3.2995,                 1.7453,             3.4597e-05,             3.4597e-05,             3.4597e-05
                    399,                0.46632,                0.88517,                 1.0313,                0.69659,                0.27603,                0.37831,                0.27799,                 1.1992,                 3.3015,                 1.7398,             3.4541e-05,             3.4541e-05,             3.4541e-05
                    400,                0.44893,                0.84075,                  1.023,                0.52229,                0.33836,                0.38116,                0.28216,                 1.1778,                 3.2866,                 1.7184,             3.4484e-05,             3.4484e-05,             3.4484e-05
                    401,                0.44661,                 0.8498,                 1.0195,                0.51961,                 0.3371,                0.38379,                0.28493,                 1.1747,                  3.281,                 1.7174,             3.4428e-05,             3.4428e-05,             3.4428e-05
                    402,                0.45278,                0.84809,                 1.0358,                0.53888,                0.33872,                0.39029,                0.28788,                 1.1774,                 3.2658,                 1.7169,             3.4372e-05,             3.4372e-05,             3.4372e-05
                    403,                0.46482,                 0.8728,                 1.0466,                0.54435,                0.33772,                0.37489,                0.27462,                 1.1838,                 3.2735,                 1.7247,             3.4315e-05,             3.4315e-05,             3.4315e-05
                    404,                 0.4639,                0.84261,                 1.0318,                 0.5908,                0.33582,                0.38747,                0.28013,                 1.1863,                 3.2486,                 1.7266,             3.4259e-05,             3.4259e-05,             3.4259e-05
                    405,                0.45146,                0.83335,                  1.018,                0.58256,                0.33573,                 0.3924,                0.28306,                 1.1832,                 3.2243,                 1.7257,             3.4202e-05,             3.4202e-05,             3.4202e-05
                    406,                 0.4879,                0.82972,                 1.0376,                0.65365,                0.31203,                0.39772,                 0.2945,                 1.1759,                 3.2388,                 1.7179,             3.4146e-05,             3.4146e-05,             3.4146e-05
                    407,                0.44387,                0.82301,                 1.0449,                0.65546,                0.30869,                0.39758,                0.29431,                 1.1708,                 3.2403,                 1.7126,             3.4089e-05,             3.4089e-05,             3.4089e-05
                    408,                0.47454,                0.89778,                 1.0614,                0.61124,                0.33515,                0.39027,                0.29037,                  1.171,                 3.2868,                  1.714,             3.4033e-05,             3.4033e-05,             3.4033e-05
                    409,                0.45959,                0.82698,                 1.0188,                0.61599,                0.33301,                0.39039,                0.28724,                 1.1748,                 3.2954,                 1.7189,             3.3977e-05,             3.3977e-05,             3.3977e-05
                    410,                0.44229,                0.78469,                  1.011,                0.62494,                0.33007,                0.39072,                0.28676,                 1.1843,                 3.3293,                 1.7341,              3.392e-05,              3.392e-05,              3.392e-05
                    411,                0.44952,                0.81486,                  1.015,                0.64409,                 0.3314,                0.38973,                0.28581,                 1.1842,                 3.3257,                 1.7356,             3.3864e-05,             3.3864e-05,             3.3864e-05
                    412,                0.46885,                0.86495,                 1.0372,                0.64215,                 0.3329,                0.38453,                0.28456,                 1.1812,                 3.2873,                 1.7329,             3.3807e-05,             3.3807e-05,             3.3807e-05
                    413,                0.44178,                0.85945,                 1.0055,                0.63101,                0.33607,                0.38301,                0.28369,                 1.1773,                 3.2715,                 1.7318,             3.3751e-05,             3.3751e-05,             3.3751e-05
                    414,                0.45817,                0.84465,                  1.045,                0.62975,                0.33337,                0.38007,                 0.2794,                 1.1633,                 3.2528,                 1.7239,             3.3694e-05,             3.3694e-05,             3.3694e-05
                    415,                0.45924,                0.88332,                 1.0637,                0.62796,                0.33306,                0.38119,                0.27929,                 1.1617,                 3.2401,                 1.7213,             3.3638e-05,             3.3638e-05,             3.3638e-05
                    416,                0.47861,                0.91142,                 1.0645,                 0.5985,                0.33644,                0.38125,                0.27902,                 1.1656,                 3.2451,                   1.72,             3.3582e-05,             3.3582e-05,             3.3582e-05
                    417,                 0.4552,                0.82149,                 1.0417,                0.59944,                0.33441,                0.38929,                0.28442,                 1.1648,                 3.2473,                 1.7212,             3.3525e-05,             3.3525e-05,             3.3525e-05
                    418,                0.43591,                0.80789,                 1.0173,                0.60537,                0.33276,                0.38352,                0.28086,                  1.166,                 3.2592,                  1.715,             3.3469e-05,             3.3469e-05,             3.3469e-05
